Id,Area,Type,Bedrooms,Floors,Parking,YearBuilt,Range,Location,Condition,Garage, Price 
I1093,838,2 BHK,2,2,No,1975,1961-1980,Downtown,Fair,Yes," $2,78,497.00 "
I1094,4562,4 BHK,4,1,No,1953,1941-1960,Urban,Poor,No," $6,91,501.00 "
I1095,3208,4 BHK,4,2,No,1905,1900-1920,Rural,Fair,No," $7,55,339.00 "
I1096,3652,4 BHK,4,3,Yes,2006,2001-2020,Downtown,Fair,Yes," $5,99,753.00 "
I1097,2250,3 BHK,3,1,No,2022,2021-2040,Downtown,Good,No," $2,34,972.00 "
I1098,2921,4 BHK,4,3,Yes,1939,1921-1940,Urban,Good,No," $6,34,087.00 "
I1099,1209,2 BHK,2,2,No,2007,2001-2020,Downtown,Fair,Yes," $5,60,237.00 "
I1100,4226,4 BHK,4,2,No,1992,1981-2000,Suburban,Fair,No," $6,70,417.00 "
I1101,4142,4 BHK,4,2,No,2022,2021-2040,Downtown,Excellent,Yes," $4,64,546.00 "
I1102,4493,4 BHK,4,1,No,1993,1981-2000,Downtown,Poor,No," $7,13,662.00 "
I1103,988,2 BHK,2,3,Yes,1901,1900-1920,Rural,Excellent,No," $4,19,432.00 "
I1104,546,1 BHK,1,1,No,1972,1961-1980,Rural,Good,No," $2,93,761.00 "
I1105,3859,4 BHK,4,1,No,2010,2001-2020,Downtown,Good,No," $2,92,821.00 "
I1106,900,2 BHK,2,2,No,1901,1900-1920,Urban,Excellent,No," $62,875.00 "
I1107,4490,4 BHK,4,3,Yes,1992,1981-2000,Rural,Poor,Yes," $6,01,507.00 "
I1108,3657,4 BHK,4,2,No,1996,1981-2000,Downtown,Fair,No," $8,72,614.00 "
I1109,4845,4 BHK,4,1,No,1973,1961-1980,Rural,Excellent,No," $7,85,901.00 "
I1110,890,2 BHK,2,2,No,1997,1981-2000,Downtown,Good,Yes," $4,85,485.00 "
I1111,4353,4 BHK,4,3,Yes,2007,2001-2020,Rural,Poor,Yes," $3,91,925.00 "
I1112,4930,4 BHK,4,2,No,1954,1941-1960,Rural,Good,No," $56,457.00 "
I1113,1128,2 BHK,2,3,Yes,1971,1961-1980,Suburban,Poor,Yes," $9,74,253.00 "
I1114,4732,4 BHK,4,3,Yes,2000,1981-2000,Downtown,Poor,No," $83,064.00 "
I1115,3430,4 BHK,4,2,No,2017,2001-2020,Downtown,Poor,Yes," $9,77,325.00 "
I1116,2021,3 BHK,3,1,No,1959,1941-1960,Downtown,Excellent,Yes," $6,89,544.00 "
I1117,1326,2 BHK,2,2,No,1996,1981-2000,Downtown,Excellent,No," $9,34,729.00 "
I1118,2000,3 BHK,3,1,No,2010,2001-2020,Rural,Excellent,Yes," $8,08,947.00 "
I1119,3794,4 BHK,4,1,No,1905,1900-1920,Suburban,Poor,No," $2,59,727.00 "
I1120,2919,4 BHK,4,2,No,2007,2001-2020,Suburban,Poor,Yes," $9,75,168.00 "
I1121,1434,2 BHK,2,1,No,2003,2001-2020,Urban,Good,Yes," $2,10,353.00 "
I1122,3542,4 BHK,4,1,No,2008,2001-2020,Downtown,Fair,Yes," $8,32,351.00 "
I1123,4997,4 BHK,4,2,No,1918,1900-1920,Urban,Excellent,No," $2,86,887.00 "
I1124,1966,3 BHK,3,2,No,1995,1981-2000,Rural,Poor,No," $4,75,037.00 "
I1125,4061,4 BHK,4,2,No,1926,1921-1940,Urban,Good,Yes," $8,09,129.00 "
I1126,1114,2 BHK,2,1,No,1900,1900-1920,Downtown,Good,No," $9,92,151.00 "
I1127,1682,3 BHK,3,3,Yes,2006,2001-2020,Suburban,Good,No," $6,44,206.00 "
I1128,3723,4 BHK,4,1,No,2015,2001-2020,Suburban,Excellent,No," $2,63,057.00 "
I1129,3167,4 BHK,4,3,Yes,1932,1921-1940,Downtown,Excellent,Yes," $5,26,015.00 "
I1130,630,1 BHK,1,2,No,1939,1921-1940,Rural,Fair,No," $9,26,611.00 "
I1131,3483,4 BHK,4,3,Yes,1931,1921-1940,Downtown,Good,Yes," $3,87,088.00 "
I1132,4778,4 BHK,4,2,No,1968,1961-1980,Rural,Excellent,Yes," $1,39,142.00 "
I1133,4959,4 BHK,4,2,No,1916,1900-1920,Suburban,Good,Yes," $77,603.00 "
I1134,538,1 BHK,1,3,Yes,1907,1900-1920,Rural,Poor,Yes," $8,82,890.00 "
I1135,4459,4 BHK,4,2,No,1956,1941-1960,Downtown,Good,Yes," $1,20,605.00 "
I1136,4087,4 BHK,4,3,Yes,1941,1941-1960,Downtown,Fair,No," $3,31,767.00 "
I1137,1420,2 BHK,2,2,No,1997,1981-2000,Downtown,Excellent,No," $6,18,728.00 "
I1138,3269,4 BHK,4,1,No,1908,1900-1920,Rural,Poor,Yes," $9,18,859.00 "
I1139,4611,4 BHK,4,1,No,2019,2001-2020,Rural,Excellent,No," $9,75,208.00 "
I1140,992,2 BHK,2,2,No,1986,1981-2000,Rural,Poor,No," $4,05,970.00 "
I1141,1631,3 BHK,3,2,No,1934,1921-1940,Suburban,Good,No," $3,39,604.00 "
I1142,4021,4 BHK,4,3,Yes,2013,2001-2020,Urban,Good,No," $2,64,117.00 "
I1143,810,2 BHK,2,1,No,1970,1961-1980,Urban,Fair,No," $7,88,165.00 "
I1144,1238,2 BHK,2,3,Yes,1978,1961-1980,Downtown,Fair,No," $5,16,727.00 "
I1145,3741,4 BHK,4,2,No,1952,1941-1960,Suburban,Poor,No," $1,60,373.00 "
I1146,1045,2 BHK,2,2,No,1953,1941-1960,Rural,Fair,Yes," $9,74,069.00 "
I1147,2961,4 BHK,4,3,Yes,1983,1981-2000,Downtown,Fair,Yes," $3,17,014.00 "
I1148,4846,4 BHK,4,2,No,2013,2001-2020,Suburban,Fair,Yes," $68,909.00 "
I1149,2304,3 BHK,3,1,No,1924,1921-1940,Downtown,Fair,No," $3,21,261.00 "
I1150,3712,4 BHK,4,3,Yes,1966,1961-1980,Suburban,Good,No," $2,99,975.00 "
I1151,4310,4 BHK,4,1,No,2023,2021-2040,Suburban,Fair,Yes," $9,03,906.00 "
I1152,1313,2 BHK,2,1,No,1961,1961-1980,Urban,Good,No," $6,68,214.00 "
I1153,4624,4 BHK,4,1,No,1954,1941-1960,Downtown,Good,No," $4,87,538.00 "
I1154,2532,4 BHK,4,3,Yes,1945,1941-1960,Rural,Excellent,Yes," $1,77,463.00 "
I1155,4913,4 BHK,4,2,No,1923,1921-1940,Urban,Good,Yes," $1,51,536.00 "
I1156,744,1 BHK,1,1,No,1997,1981-2000,Urban,Good,Yes," $8,56,560.00 "
I1157,771,1 BHK,1,1,No,1945,1941-1960,Rural,Fair,No," $3,01,981.00 "
I1158,4011,4 BHK,4,1,No,1921,1921-1940,Suburban,Good,No," $5,40,533.00 "
I1159,2271,3 BHK,3,2,No,1910,1900-1920,Rural,Poor,No," $3,81,145.00 "
I1160,1762,3 BHK,3,2,No,1947,1941-1960,Downtown,Fair,Yes," $8,36,872.00 "
I1161,2924,4 BHK,4,3,Yes,1907,1900-1920,Rural,Fair,Yes," $2,30,685.00 "
I1162,4861,4 BHK,4,2,No,1938,1921-1940,Suburban,Fair,No," $6,97,779.00 "
I1163,1420,2 BHK,2,3,Yes,2006,2001-2020,Rural,Excellent,Yes," $9,79,167.00 "
I1164,3930,4 BHK,4,3,Yes,1934,1921-1940,Suburban,Fair,Yes," $5,47,275.00 "
I1165,4935,4 BHK,4,3,Yes,1948,1941-1960,Suburban,Good,No," $2,00,619.00 "
I1166,4984,4 BHK,4,3,Yes,1945,1941-1960,Downtown,Poor,Yes," $6,55,950.00 "
I1167,3124,4 BHK,4,3,Yes,1937,1921-1940,Rural,Fair,Yes," $8,10,416.00 "
I1168,4260,4 BHK,4,1,No,1907,1900-1920,Rural,Fair,Yes," $50,005.00 "
I1169,2550,4 BHK,4,2,No,1953,1941-1960,Downtown,Poor,No," $2,84,152.00 "
I1170,4000,4 BHK,4,1,No,1936,1921-1940,Suburban,Fair,No," $3,19,182.00 "
I1171,1665,3 BHK,3,3,Yes,1990,1981-2000,Rural,Excellent,Yes," $8,42,846.00 "
I1172,875,2 BHK,2,2,No,1991,1981-2000,Downtown,Good,No," $5,30,875.00 "
I1173,2533,4 BHK,4,1,No,1939,1921-1940,Suburban,Poor,No," $9,05,938.00 "
I1174,645,1 BHK,1,1,No,1933,1921-1940,Downtown,Poor,No," $9,13,018.00 "
I1175,4888,4 BHK,4,3,Yes,1995,1981-2000,Rural,Excellent,Yes," $4,45,822.00 "
I1176,931,2 BHK,2,1,No,1978,1961-1980,Downtown,Good,No," $8,52,914.00 "
I1177,1204,2 BHK,2,1,No,2007,2001-2020,Urban,Excellent,Yes," $8,04,189.00 "
I1178,3132,4 BHK,4,1,No,1916,1900-1920,Suburban,Good,Yes," $2,52,945.00 "
I1179,4994,4 BHK,4,1,No,1932,1921-1940,Urban,Excellent,No," $6,08,236.00 "
I1180,1463,2 BHK,2,1,No,1946,1941-1960,Urban,Fair,Yes," $4,02,131.00 "
I1181,2734,4 BHK,4,3,Yes,2009,2001-2020,Suburban,Excellent,No," $2,72,873.00 "
I1182,2541,4 BHK,4,3,Yes,1951,1941-1960,Suburban,Poor,No," $2,72,322.00 "
I1183,2328,3 BHK,3,1,No,2017,2001-2020,Downtown,Poor,Yes," $70,875.00 "
I1184,2608,4 BHK,4,3,Yes,1979,1961-1980,Suburban,Poor,Yes," $3,25,201.00 "
I1185,4568,4 BHK,4,3,Yes,1992,1981-2000,Urban,Excellent,No," $82,400.00 "
I1186,1438,2 BHK,2,2,No,1908,1900-1920,Urban,Poor,No," $5,14,674.00 "
I1187,1306,2 BHK,2,1,No,1932,1921-1940,Rural,Poor,No," $1,18,607.00 "
I1188,1963,3 BHK,3,3,Yes,1959,1941-1960,Suburban,Fair,No," $9,23,993.00 "
I1189,3915,4 BHK,4,3,Yes,2012,2001-2020,Urban,Fair,Yes," $3,39,647.00 "
I1190,510,1 BHK,1,1,No,1992,1981-2000,Rural,Good,Yes," $4,66,981.00 "
I1191,2368,3 BHK,3,2,No,1976,1961-1980,Rural,Good,Yes," $1,51,096.00 "
I1192,1384,2 BHK,2,1,No,1920,1900-1920,Downtown,Good,No," $6,20,900.00 "
I1193,4064,4 BHK,4,2,No,1957,1941-1960,Urban,Excellent,Yes," $9,34,750.00 "
I1194,1889,3 BHK,3,1,No,1984,1981-2000,Downtown,Good,Yes," $3,11,538.00 "
I1195,3901,4 BHK,4,1,No,1968,1961-1980,Urban,Excellent,Yes," $1,34,335.00 "
I1196,4821,4 BHK,4,1,No,1909,1900-1920,Downtown,Excellent,Yes," $4,13,133.00 "
I1197,1324,2 BHK,2,1,No,1905,1900-1920,Downtown,Good,No," $6,67,300.00 "
I1198,2765,4 BHK,4,2,No,2019,2001-2020,Suburban,Good,Yes," $1,31,748.00 "
I1199,1436,2 BHK,2,2,No,2014,2001-2020,Downtown,Excellent,Yes," $9,76,932.00 "
I1200,3300,4 BHK,4,3,Yes,2020,2001-2020,Suburban,Fair,Yes," $7,36,779.00 "
I1201,3053,4 BHK,4,1,No,1912,1900-1920,Rural,Poor,Yes," $1,15,195.00 "
I1202,4345,4 BHK,4,2,No,1964,1961-1980,Urban,Poor,No," $7,79,055.00 "
I1203,2296,3 BHK,3,2,No,1919,1900-1920,Rural,Poor,No," $6,64,134.00 "
I1204,553,1 BHK,1,2,No,1956,1941-1960,Urban,Fair,Yes," $6,76,692.00 "
I1205,1226,2 BHK,2,1,No,2010,2001-2020,Rural,Excellent,No," $3,51,286.00 "
I1206,3236,4 BHK,4,3,Yes,1945,1941-1960,Urban,Good,No," $8,35,608.00 "
I1207,3670,4 BHK,4,2,No,1907,1900-1920,Downtown,Excellent,No," $1,21,540.00 "
I1208,2413,3 BHK,3,1,No,1909,1900-1920,Urban,Excellent,No," $7,43,649.00 "
I1209,2096,3 BHK,3,2,No,1972,1961-1980,Urban,Good,Yes," $3,89,092.00 "
I1210,2414,3 BHK,3,2,No,2012,2001-2020,Rural,Fair,No," $8,95,383.00 "
I1211,2966,4 BHK,4,3,Yes,2004,2001-2020,Rural,Poor,No," $61,755.00 "
I1212,3237,4 BHK,4,2,No,1966,1961-1980,Rural,Poor,Yes," $8,27,203.00 "
I1213,1349,2 BHK,2,2,No,1910,1900-1920,Suburban,Excellent,Yes," $4,30,129.00 "
I1214,2609,4 BHK,4,1,No,1911,1900-1920,Suburban,Fair,Yes," $6,58,841.00 "
I1215,502,1 BHK,1,1,No,1909,1900-1920,Urban,Poor,Yes," $1,84,962.00 "
I1216,4755,4 BHK,4,3,Yes,1924,1921-1940,Urban,Fair,No," $9,30,808.00 "
I1217,4569,4 BHK,4,1,No,1948,1941-1960,Downtown,Good,Yes," $3,06,760.00 "
I1218,1392,2 BHK,2,1,No,1948,1941-1960,Downtown,Excellent,No," $67,175.00 "
I1219,2530,4 BHK,4,3,Yes,1988,1981-2000,Urban,Excellent,No," $9,02,119.00 "
I1220,3660,4 BHK,4,2,No,1910,1900-1920,Suburban,Fair,Yes," $9,21,415.00 "
I1221,2876,4 BHK,4,3,Yes,1961,1961-1980,Urban,Poor,Yes," $5,31,503.00 "
I1222,2433,3 BHK,3,1,No,2017,2001-2020,Downtown,Fair,No," $8,00,071.00 "
I1223,1880,3 BHK,3,3,Yes,1935,1921-1940,Suburban,Good,No," $7,29,648.00 "
I1224,4181,4 BHK,4,2,No,1938,1921-1940,Suburban,Poor,Yes," $96,629.00 "
I1225,1790,3 BHK,3,3,Yes,1952,1941-1960,Downtown,Poor,Yes," $6,91,067.00 "
I1226,2140,3 BHK,3,1,No,1989,1981-2000,Urban,Fair,Yes," $2,28,872.00 "
I1227,3182,4 BHK,4,1,No,1977,1961-1980,Rural,Good,No," $7,42,727.00 "
I1228,1487,2 BHK,2,3,Yes,2002,2001-2020,Urban,Poor,No," $5,20,970.00 "
I1229,1718,3 BHK,3,2,No,1955,1941-1960,Urban,Excellent,Yes," $3,80,657.00 "
I1230,1855,3 BHK,3,3,Yes,2003,2001-2020,Downtown,Good,No," $6,57,050.00 "
I1231,4765,4 BHK,4,2,No,1900,1900-1920,Suburban,Poor,Yes," $2,10,094.00 "
I1232,4635,4 BHK,4,2,No,1955,1941-1960,Downtown,Fair,No," $7,74,689.00 "
I1233,2060,3 BHK,3,3,Yes,2017,2001-2020,Urban,Poor,No," $9,69,163.00 "
I1234,1918,3 BHK,3,2,No,1903,1900-1920,Rural,Excellent,Yes," $1,07,941.00 "
I1235,1454,2 BHK,2,1,No,1929,1921-1940,Rural,Good,Yes," $3,55,617.00 "
I1236,1483,2 BHK,2,3,Yes,1911,1900-1920,Rural,Poor,Yes," $7,60,958.00 "
I1237,1474,2 BHK,2,2,No,2019,2001-2020,Downtown,Excellent,No," $66,040.00 "
I1238,4633,4 BHK,4,1,No,1934,1921-1940,Suburban,Poor,No," $1,19,806.00 "
I1239,4472,4 BHK,4,3,Yes,1976,1961-1980,Downtown,Poor,Yes," $7,18,646.00 "
I1240,1413,2 BHK,2,1,No,1951,1941-1960,Rural,Good,No," $2,50,211.00 "
I1241,536,1 BHK,1,1,No,1930,1921-1940,Urban,Fair,Yes," $6,86,364.00 "
I1242,3887,4 BHK,4,1,No,2001,2001-2020,Suburban,Fair,No," $1,05,916.00 "
I1243,2211,3 BHK,3,2,No,2006,2001-2020,Downtown,Excellent,Yes," $7,22,960.00 "
I1244,3520,4 BHK,4,3,Yes,1986,1981-2000,Downtown,Excellent,No," $4,45,507.00 "
I1245,1295,2 BHK,2,3,Yes,1967,1961-1980,Suburban,Excellent,No," $4,56,339.00 "
I1246,4536,4 BHK,4,2,No,1951,1941-1960,Suburban,Good,No," $8,40,243.00 "
I1247,3611,4 BHK,4,3,Yes,1979,1961-1980,Urban,Fair,No," $6,05,564.00 "
I1248,1824,3 BHK,3,1,No,1906,1900-1920,Suburban,Excellent,Yes," $2,35,217.00 "
I1249,817,2 BHK,2,3,Yes,1921,1921-1940,Urban,Excellent,No," $9,17,481.00 "
I1250,2896,4 BHK,4,2,No,1992,1981-2000,Rural,Poor,Yes," $2,51,750.00 "
I1251,2662,4 BHK,4,1,No,1974,1961-1980,Rural,Poor,Yes," $2,69,854.00 "
I1252,3245,4 BHK,4,2,No,1955,1941-1960,Downtown,Excellent,Yes," $7,96,403.00 "
I1253,2091,3 BHK,3,1,No,1996,1981-2000,Rural,Poor,Yes," $9,94,218.00 "
I1254,3611,4 BHK,4,1,No,1957,1941-1960,Rural,Poor,No," $7,61,045.00 "
I1255,4430,4 BHK,4,3,Yes,1992,1981-2000,Urban,Poor,Yes," $7,17,554.00 "
I1256,2496,3 BHK,3,1,No,1963,1961-1980,Downtown,Good,No," $3,85,206.00 "
I1257,1812,3 BHK,3,2,No,2022,2021-2040,Suburban,Excellent,No," $2,00,434.00 "
I1258,1785,3 BHK,3,3,Yes,2002,2001-2020,Downtown,Excellent,No," $8,90,931.00 "
I1259,4811,4 BHK,4,2,No,1911,1900-1920,Rural,Poor,No," $6,20,569.00 "
I1260,2883,4 BHK,4,1,No,1906,1900-1920,Suburban,Good,Yes," $8,81,284.00 "
I1261,3739,4 BHK,4,2,No,2022,2021-2040,Downtown,Poor,No," $8,36,408.00 "
I1262,2639,4 BHK,4,2,No,1954,1941-1960,Downtown,Good,Yes," $8,27,981.00 "
I1263,2204,3 BHK,3,1,No,2002,2001-2020,Downtown,Excellent,No," $5,54,869.00 "
I1264,862,2 BHK,2,3,Yes,2005,2001-2020,Downtown,Poor,No," $7,53,196.00 "
I1265,3104,4 BHK,4,2,No,1961,1961-1980,Urban,Excellent,Yes," $5,78,883.00 "
I1266,2216,3 BHK,3,1,No,2011,2001-2020,Downtown,Good,No," $6,70,218.00 "
I1267,4951,4 BHK,4,3,Yes,1989,1981-2000,Rural,Fair,No," $1,96,474.00 "
I1268,4786,4 BHK,4,3,Yes,2003,2001-2020,Rural,Good,No," $3,11,745.00 "
I1269,4238,4 BHK,4,3,Yes,1972,1961-1980,Urban,Fair,No," $7,70,643.00 "
I1270,2969,4 BHK,4,2,No,2004,2001-2020,Suburban,Excellent,No," $4,04,820.00 "
I1271,1056,2 BHK,2,2,No,1997,1981-2000,Suburban,Excellent,Yes," $7,48,083.00 "
I1272,1325,2 BHK,2,2,No,2008,2001-2020,Rural,Poor,No," $2,32,394.00 "
I1273,3308,4 BHK,4,3,Yes,1976,1961-1980,Rural,Fair,No," $7,52,124.00 "
I1274,3219,4 BHK,4,2,No,1954,1941-1960,Urban,Good,Yes," $4,68,127.00 "
I1275,4008,4 BHK,4,1,No,2018,2001-2020,Suburban,Excellent,No," $7,96,648.00 "
I1276,4241,4 BHK,4,2,No,1935,1921-1940,Suburban,Fair,Yes," $8,55,837.00 "
I1277,2074,3 BHK,3,2,No,1988,1981-2000,Downtown,Good,No," $1,08,122.00 "
I1278,4498,4 BHK,4,3,Yes,1923,1921-1940,Downtown,Fair,No," $8,04,849.00 "
I1279,2629,4 BHK,4,2,No,1943,1941-1960,Downtown,Good,Yes," $2,82,661.00 "
I1280,2903,4 BHK,4,1,No,1916,1900-1920,Urban,Good,No," $7,03,197.00 "
I1281,3829,4 BHK,4,3,Yes,1901,1900-1920,Rural,Good,No," $3,15,591.00 "
I1282,1088,2 BHK,2,1,No,1912,1900-1920,Urban,Good,Yes," $2,34,215.00 "
I1283,2512,4 BHK,4,3,Yes,1930,1921-1940,Suburban,Fair,Yes," $60,662.00 "
I1284,2047,3 BHK,3,3,Yes,1992,1981-2000,Rural,Fair,No," $5,06,217.00 "
I1285,794,1 BHK,1,2,No,2013,2001-2020,Downtown,Poor,Yes," $6,32,570.00 "
I1286,2485,3 BHK,3,1,No,1927,1921-1940,Urban,Fair,No," $4,48,115.00 "
I1287,3617,4 BHK,4,3,Yes,1959,1941-1960,Urban,Fair,Yes," $8,65,014.00 "
I1288,2190,3 BHK,3,2,No,1926,1921-1940,Downtown,Poor,No," $6,41,759.00 "
I1289,1636,3 BHK,3,3,Yes,1914,1900-1920,Urban,Fair,Yes," $6,97,801.00 "
I1290,2564,4 BHK,4,3,Yes,1994,1981-2000,Downtown,Good,Yes," $2,23,285.00 "
I1291,4955,4 BHK,4,3,Yes,2003,2001-2020,Suburban,Excellent,Yes," $6,81,866.00 "
I1292,1507,2 BHK,2,3,Yes,1978,1961-1980,Rural,Excellent,Yes," $9,12,303.00 "
I1293,3014,4 BHK,4,3,Yes,1932,1921-1940,Suburban,Poor,Yes," $6,57,493.00 "
I1294,4026,4 BHK,4,3,Yes,1919,1900-1920,Suburban,Fair,Yes," $9,10,513.00 "
I1295,1747,3 BHK,3,2,No,1941,1941-1960,Downtown,Fair,Yes," $9,42,215.00 "
I1296,4402,4 BHK,4,3,Yes,1911,1900-1920,Urban,Poor,Yes," $2,84,631.00 "
I1297,1935,3 BHK,3,1,No,2000,1981-2000,Suburban,Excellent,Yes," $1,33,805.00 "
I1298,1071,2 BHK,2,2,No,1972,1961-1980,Suburban,Good,No," $1,74,698.00 "
I1299,2882,4 BHK,4,1,No,1922,1921-1940,Suburban,Fair,Yes," $2,18,902.00 "
I1300,1745,3 BHK,3,3,Yes,1971,1961-1980,Urban,Poor,No," $9,74,570.00 "
I1301,2584,4 BHK,4,1,No,1995,1981-2000,Urban,Good,Yes," $60,712.00 "
I1302,777,1 BHK,1,3,Yes,2011,2001-2020,Downtown,Poor,No," $3,93,671.00 "
I1303,2387,3 BHK,3,3,Yes,1913,1900-1920,Suburban,Poor,No," $9,65,885.00 "
I1304,1765,3 BHK,3,2,No,1990,1981-2000,Rural,Poor,Yes," $7,01,176.00 "
I1305,1540,2 BHK,2,2,No,1924,1921-1940,Urban,Excellent,Yes," $8,06,686.00 "
I1306,1417,2 BHK,2,3,Yes,1976,1961-1980,Downtown,Excellent,No," $5,68,680.00 "
I1307,1385,2 BHK,2,2,No,2018,2001-2020,Suburban,Poor,No," $2,46,437.00 "
I1308,3252,4 BHK,4,1,No,1984,1981-2000,Rural,Fair,Yes," $6,61,473.00 "
I1309,521,1 BHK,1,2,No,2008,2001-2020,Urban,Good,Yes," $4,11,995.00 "
I1310,3691,4 BHK,4,2,No,1930,1921-1940,Rural,Fair,Yes," $4,74,022.00 "
I1311,2853,4 BHK,4,1,No,2000,1981-2000,Urban,Excellent,No," $5,86,498.00 "
I1312,1186,2 BHK,2,2,No,2011,2001-2020,Downtown,Good,Yes," $86,972.00 "
I1313,784,1 BHK,1,3,Yes,2021,2021-2040,Rural,Poor,Yes," $8,11,254.00 "
I1314,4247,4 BHK,4,1,No,2006,2001-2020,Suburban,Fair,Yes," $3,46,280.00 "
I1315,1262,2 BHK,2,3,Yes,1953,1941-1960,Suburban,Fair,Yes," $4,87,513.00 "
I1316,2928,4 BHK,4,1,No,1904,1900-1920,Urban,Poor,Yes," $9,52,877.00 "
I1317,3007,4 BHK,4,3,Yes,1912,1900-1920,Suburban,Fair,No," $8,52,377.00 "
I1318,528,1 BHK,1,3,Yes,1927,1921-1940,Rural,Excellent,No," $8,00,561.00 "
I1319,1406,2 BHK,2,2,No,1942,1941-1960,Downtown,Poor,Yes," $3,91,324.00 "
I1320,3604,4 BHK,4,3,Yes,1988,1981-2000,Urban,Fair,Yes," $3,82,597.00 "
I1321,4499,4 BHK,4,2,No,2014,2001-2020,Rural,Poor,No," $9,21,836.00 "
I1322,3494,4 BHK,4,1,No,1998,1981-2000,Urban,Good,Yes," $9,80,728.00 "
I1323,3006,4 BHK,4,3,Yes,1946,1941-1960,Downtown,Poor,No," $53,052.00 "
I1324,4109,4 BHK,4,3,Yes,2002,2001-2020,Urban,Fair,Yes," $3,39,416.00 "
I1325,4053,4 BHK,4,1,No,1970,1961-1980,Suburban,Excellent,No," $3,53,294.00 "
I1326,1953,3 BHK,3,1,No,1937,1921-1940,Suburban,Poor,No," $8,01,564.00 "
I1327,3856,4 BHK,4,3,Yes,1995,1981-2000,Urban,Poor,Yes," $1,98,388.00 "
I1328,1015,2 BHK,2,1,No,1966,1961-1980,Downtown,Fair,No," $4,96,605.00 "
I1329,538,1 BHK,1,2,No,1961,1961-1980,Downtown,Excellent,Yes," $7,12,600.00 "
I1330,3842,4 BHK,4,1,No,2008,2001-2020,Suburban,Excellent,No," $9,33,527.00 "
I1331,1386,2 BHK,2,1,No,1938,1921-1940,Downtown,Good,Yes," $3,80,918.00 "
I1332,3344,4 BHK,4,3,Yes,1936,1921-1940,Urban,Good,Yes," $8,79,607.00 "
I1333,2704,4 BHK,4,2,No,2018,2001-2020,Rural,Fair,Yes," $4,43,781.00 "
I1334,1598,2 BHK,2,1,No,2013,2001-2020,Urban,Excellent,No," $66,375.00 "
I1335,2323,3 BHK,3,2,No,1985,1981-2000,Suburban,Excellent,Yes," $5,99,998.00 "
I1336,3701,4 BHK,4,2,No,1907,1900-1920,Suburban,Good,Yes," $7,55,255.00 "
I1337,3655,4 BHK,4,2,No,1980,1961-1980,Suburban,Good,Yes," $8,28,912.00 "
I1338,3593,4 BHK,4,3,Yes,1951,1941-1960,Downtown,Fair,No," $7,20,534.00 "
I1339,4030,4 BHK,4,1,No,1990,1981-2000,Urban,Excellent,Yes," $4,19,170.00 "
I1340,4278,4 BHK,4,3,Yes,1932,1921-1940,Rural,Poor,No," $5,30,545.00 "
I1341,3396,4 BHK,4,1,No,2009,2001-2020,Urban,Good,No," $77,597.00 "
I1342,3953,4 BHK,4,1,No,1980,1961-1980,Rural,Fair,No," $3,86,433.00 "
I1343,4011,4 BHK,4,3,Yes,1941,1941-1960,Urban,Excellent,Yes," $4,81,613.00 "
I1344,1488,2 BHK,2,2,No,1975,1961-1980,Suburban,Excellent,Yes," $1,35,687.00 "
I1345,4616,4 BHK,4,2,No,2011,2001-2020,Rural,Good,No," $1,68,968.00 "
I1346,4526,4 BHK,4,1,No,2009,2001-2020,Urban,Fair,Yes," $6,14,562.00 "
I1347,4679,4 BHK,4,3,Yes,1926,1921-1940,Downtown,Poor,Yes," $5,17,453.00 "
I1348,2182,3 BHK,3,2,No,2011,2001-2020,Downtown,Good,No," $2,53,570.00 "
I1349,4463,4 BHK,4,2,No,1907,1900-1920,Urban,Fair,No," $4,81,413.00 "
I1350,1433,2 BHK,2,1,No,1922,1921-1940,Suburban,Excellent,Yes," $6,22,922.00 "
I1351,4098,4 BHK,4,1,No,2023,2021-2040,Rural,Poor,No," $8,66,473.00 "
I1352,3733,4 BHK,4,3,Yes,2005,2001-2020,Urban,Fair,Yes," $9,74,752.00 "
I1353,2480,3 BHK,3,1,No,2012,2001-2020,Downtown,Poor,No," $3,97,509.00 "
I1354,2355,3 BHK,3,2,No,1963,1961-1980,Rural,Fair,Yes," $9,69,707.00 "
I1355,3556,4 BHK,4,2,No,2022,2021-2040,Downtown,Fair,Yes," $8,88,418.00 "
I1356,1292,2 BHK,2,2,No,1992,1981-2000,Downtown,Fair,No," $8,61,802.00 "
I1357,1291,2 BHK,2,2,No,2013,2001-2020,Urban,Fair,Yes," $3,47,391.00 "
I1358,2309,3 BHK,3,3,Yes,1919,1900-1920,Downtown,Poor,Yes," $9,60,835.00 "
I1359,2755,4 BHK,4,3,Yes,1915,1900-1920,Rural,Good,No," $4,31,688.00 "
I1360,4110,4 BHK,4,1,No,1916,1900-1920,Suburban,Poor,Yes," $2,56,994.00 "
I1361,2107,3 BHK,3,1,No,1979,1961-1980,Urban,Fair,Yes," $8,30,768.00 "
I1362,1484,2 BHK,2,1,No,1918,1900-1920,Rural,Poor,Yes," $4,43,650.00 "
I1363,4176,4 BHK,4,3,Yes,2019,2001-2020,Urban,Poor,No," $6,37,270.00 "
I1364,3880,4 BHK,4,2,No,2019,2001-2020,Downtown,Poor,No," $9,01,612.00 "
I1365,1019,2 BHK,2,1,No,1907,1900-1920,Downtown,Fair,No," $6,82,822.00 "
